transactionId,visitorId,date,revenue,group
3667963787,3312258926,2019-08-15,30.4,B
2804400009,3642806036,2019-08-15,15.2,B
2961555356,4069496402,2019-08-15,10.2,A
3797467345,1196621759,2019-08-15,155.1,B
2282983706,2322279887,2019-08-15,40.5,B
182168103,935554773,2019-08-15,35.0,B
398296753,2900797465,2019-08-15,30.6,B
2626614568,78758296,2019-08-15,20.1,A
1576988021,295230930,2019-08-15,215.9,A
1506739906,1882260405,2019-08-15,30.5,B
3649131742,879864040,2019-08-15,65.7,A
1919444843,927791387,2019-08-15,70.2,B
2809384911,3213223594,2019-08-15,115.4,A
3044797713,728063420,2019-08-15,185.4,B
3859315276,1565034404,2019-08-15,170.9,A
2550768810,2742574263,2019-08-15,235.0,B
1820531107,2973109265,2019-08-15,20.3,B
1108180333,222718357,2019-08-15,20.2,B
1822256754,4227830084,2019-08-15,255.7,A
674584210,3207734412,2019-08-15,20.3,A
2904772834,963407295,2019-08-15,5.6,B
1240630928,1379151787,2019-08-15,20.2,B
235474681,1638583360,2019-08-15,10.7,B
4252514150,351125977,2019-08-15,235.6,B
1162046357,3234906277,2019-08-15,120.2,B
324018163,87885904,2019-08-15,5.6,A
2223239646,199603092,2019-08-15,55.7,A
1630050528,237748145,2019-08-15,120.2,B
2632372083,3591136796,2019-08-15,85.2,B
2220299125,3803269165,2019-08-15,15.8,A
1678838030,4027395615,2019-08-15,5.9,B
2552245563,3024988998,2019-08-15,10.9,B
3666913472,2038680547,2019-08-15,30.8,B
486237576,2378935119,2019-08-15,30.4,A
2153010762,834683205,2019-08-15,355.5,A
2258664213,258610743,2019-08-15,40.2,B
2165344951,2805132315,2019-08-15,40.0,B
3601774485,2231389472,2019-08-15,100.2,B
3276214732,1110007955,2019-08-15,300.3,B
1950404403,114507418,2019-08-15,10.4,B
733587530,2552584164,2019-08-15,50.9,B
2594268419,237748145,2019-08-15,20.8,A
459882198,1494664757,2019-08-15,145.9,B
2960804513,544632063,2019-08-15,40.2,B
376170286,1294108251,2019-08-15,50.2,A
837819976,1471496742,2019-08-16,35.9,A
3298573369,2735494018,2019-08-16,60.2,A
352861950,930356060,2019-08-16,110.5,B
133616433,1215602524,2019-08-16,20.2,B
937773181,3251102545,2019-08-16,55.7,A
2236784294,1690383497,2019-08-16,50.7,B
794298435,2914239125,2019-08-16,280.5,B
854249928,2570444314,2019-08-16,10.2,B
1545571412,2978730290,2019-08-16,10.2,A
4159234359,3660046170,2019-08-16,5.5,A
1144701458,1143609305,2019-08-01,45.3,A
900025958,5114589,2019-08-16,10.8,B
1218444584,2951649436,2019-08-16,50.8,A
2145193898,1221478247,2019-08-16,25.2,B
2787983461,2115666868,2019-08-16,125.9,B
1421016313,4256040402,2019-08-16,875.5,B
1251767592,2712142231,2019-08-16,15.2,B
1286673508,567175747,2019-08-16,10.2,B
4049927765,343208965,2019-08-16,25.8,A
231209528,2517115269,2019-08-16,40.1,B
2321477056,2868887864,2019-08-16,30.3,B
4919758,1217561296,2019-08-01,40.2,B
459227648,2578486380,2019-08-16,40.1,B
1211699332,3427397479,2019-08-16,225.8,B
890243194,3055165772,2019-08-16,300.3,A
3574407166,2328378067,2019-08-01,140.4,B
3679129301,8300375,2019-08-01,165.7,B
477940151,1422773200,2019-08-01,15.8,A
1295850747,2947100995,2019-08-01,455.8,A
3721196264,249864742,2019-08-16,15.0,B
3710046263,3290315626,2019-08-16,15.7,A
1110904493,2587526707,2019-08-16,70.7,A
2619374735,787824685,2019-08-16,500.7,A
773663763,3288820196,2019-08-16,630.8,B
3020845020,4099262874,2019-08-16,40.3,A
2513016443,1110543778,2019-08-16,35.0,A
2206140518,3499733621,2019-08-16,85.1,B
1246801103,2096506107,2019-08-16,80.5,B
2208648828,3283584911,2019-08-16,65.8,A
1440965500,3289144202,2019-08-16,15.6,A
1701653566,276558944,2019-08-22,190.0,B
4130553949,3736064128,2019-08-22,20.8,A
2304731149,2295217812,2019-08-22,10.9,B
3888787202,1253370069,2019-08-22,5.9,B
3525980424,3379260072,2019-08-22,35.5,B
2010908098,1035424004,2019-08-22,25.9,B
3176574859,2742574263,2019-08-22,275.9,B
1238204141,3595021912,2019-08-22,30.8,B
737104568,943674707,2019-08-22,410.5,B
252633006,457167155,2019-08-22,95.8,B
372616894,457167155,2019-08-22,20.2,B
1170105516,2706377257,2019-08-01,140.8,A
2012801741,414545763,2019-08-01,90.5,B
1962247337,2706377257,2019-08-01,110.7,A
2951489300,926057494,2019-08-01,5.6,A
804934578,1738775963,2019-08-01,50.8,B
3847160695,1830791924,2019-08-01,40.2,A
3328372908,381340408,2019-08-01,50.1,A
2951399376,2019355024,2019-08-01,40.2,B
627804981,611059232,2019-08-01,275.8,A
297844270,3735525502,2019-08-16,15.1,B
3152444021,1460891116,2019-08-16,85.5,A
1524568202,1722579998,2019-08-16,130.1,A
290974848,3379886002,2019-08-16,95.3,A
2411689164,2019205281,2019-08-01,80.2,B
3749160238,1700445283,2019-08-01,110.5,B
2736731761,3062433592,2019-08-01,225.9,B
1638982251,3062433592,2019-08-01,135.3,B
2663968367,821846484,2019-08-01,30.1,A
1120327437,4256040402,2019-08-01,90.2,A
3486821141,1225835168,2019-08-01,5.6,B
1618076407,2743474511,2019-08-22,100.8,A
722060263,2038680547,2019-08-22,15.7,A
4233533907,2378935119,2019-08-22,55.2,A
3769777863,2038023866,2019-08-22,70.9,B
1599526656,2273809679,2019-08-22,70.9,B
1457780928,1430210707,2019-08-22,20.5,A
3024349788,3213691396,2019-08-22,190.8,A
3268937183,3722682546,2019-08-22,25.3,A
2923696601,749770631,2019-08-17,70.9,A
2232016803,428219747,2019-08-17,125.9,B
595789313,2663148288,2019-08-17,80.4,B
3437333253,162423694,2019-08-17,145.6,B
965802885,916720205,2019-08-22,100.1,B
1665445278,1738359350,2019-08-22,50.2,A
3650380616,4258103007,2019-08-22,95.5,B
3163614039,2254586615,2019-08-22,830.3,A
665271848,3873846164,2019-08-22,110.5,B
3060563671,2458001652,2019-08-22,80.8,A
62794304,199603092,2019-08-22,110.3,A
3394915331,1354599463,2019-08-01,120.3,B
1578920557,680119828,2019-08-01,10.6,B
1798931686,1211585711,2019-08-01,440.3,A
1403947326,1075551409,2019-08-01,10.0,B
4141167864,2716752286,2019-08-01,125.9,B
2774185760,975516572,2019-08-01,20.3,B
602399015,3967698036,2019-08-01,5.6,A
854120002,544963298,2019-08-01,25.9,B
3433533137,678354126,2019-08-01,100.4,A
365058890,611059232,2019-08-01,45.3,A
735232225,611059232,2019-08-01,140.4,A
3650534576,134926050,2019-08-01,50.0,B
52260954,3967698036,2019-08-01,20.2,A
4238948438,363280180,2019-08-01,5.6,B
2368313386,3362039251,2019-08-17,150.4,B
1648861120,104602633,2019-08-17,45.9,B
1728664132,1596819047,2019-08-01,10.6,B
3227521980,3938001975,2019-08-01,155.5,B
4045393544,991436984,2019-08-01,30.5,A
4206138190,1219079053,2019-08-01,80.5,A
891673177,572335325,2019-08-01,60.8,A
2531740433,3131127734,2019-08-22,125.5,B
290380159,732900740,2019-08-22,10.2,A
1102655019,1826088570,2019-08-22,185.5,B
1170827001,3891541246,2019-08-22,20.2,A
1941376795,4012829377,2019-08-22,295.8,B
1233480079,2874956069,2019-08-17,100.8,A
2634363174,2892265953,2019-08-17,35.6,A
1071437802,2892265953,2019-08-17,10.0,A
3937772364,78678012,2019-08-17,25.2,B
565328425,309675944,2019-08-17,110.5,B
2830055340,2303470071,2019-08-22,10.7,A
1556785718,2583793022,2019-08-23,20.0,A
2065527789,1581167209,2019-08-01,30.4,A
3588515863,1737494355,2019-08-01,30.8,A
617930325,2785040378,2019-08-01,55.8,A
2153842875,876081193,2019-08-01,55.4,A
86411600,2096506107,2019-08-17,85.3,B
1192036073,2953427180,2019-08-02,590.1,B
2089115464,2366521417,2019-08-02,45.1,B
1223645875,3123255051,2019-08-02,50.8,A
1791477067,3261022559,2019-08-02,20.3,B
790091309,1387624577,2019-08-17,45.3,B
2267826875,1070130208,2019-08-17,50.4,A
1784270968,2378935119,2019-08-17,5.8,A
1934197258,1148665946,2019-08-23,35.2,A
1532499979,2617784228,2019-08-23,55.4,B
3221239900,522292794,2019-08-23,15.0,B
2234615357,1741803981,2019-08-23,90.3,B
1367815478,138252163,2019-08-23,75.5,A
716439623,1129369369,2019-08-23,30.3,A
3306480450,206724078,2019-08-17,55.7,B
2048878902,4256040402,2019-08-17,25.8,A
3634771255,2668501323,2019-08-17,280.8,A
4189935502,1648269707,2019-08-17,5.5,B
1876585139,2871453277,2019-08-02,110.8,A
2361024027,3967698036,2019-08-02,30.0,A
2815409412,2125253600,2019-08-02,15.7,A
1335758960,518847692,2019-08-02,85.6,B
3959068944,2517777104,2019-08-02,175.0,B
2872509092,983496389,2019-08-02,5.5,A
1216926230,1500448895,2019-08-02,45.7,A
2632798290,2716752286,2019-08-02,35.2,A
2206098194,2880866577,2019-08-02,30.0,A
1206085843,622980798,2019-08-23,35.7,A
2066718132,3656415546,2019-08-23,45.8,A
1826741120,471842048,2019-08-23,30.7,B
532398042,1306302251,2019-08-23,25.0,A
3630998268,1967724198,2019-08-17,155.5,B
1935539409,3836897869,2019-08-17,105.1,B
1993640374,835561402,2019-08-02,10.7,B
3390093829,3199637546,2019-08-02,45.6,A
1780029109,2785527055,2019-08-02,75.6,B
573486797,3118156181,2019-08-02,475.5,B
873230871,236764260,2019-08-02,90.8,A
1803127824,2830871062,2019-08-02,5.5,B
1892362671,1643342931,2019-08-02,40.2,B
1764119908,3332057097,2019-08-02,45.4,B
394880746,3332057097,2019-08-02,45.3,B
3485678199,2232111114,2019-08-02,270.0,A
2822064496,3294452564,2019-08-02,220.8,B
3084571653,1501480579,2019-08-02,65.4,B
2503419221,3429232516,2019-08-02,30.8,B
918752036,3704174715,2019-08-02,35.0,B
2139320439,2686716486,2019-08-23,170.6,A
2674236505,2476105225,2019-08-23,40.2,B
1731035177,2771749575,2019-08-23,20.5,A
175363373,2067508917,2019-08-23,25.2,A
408545316,2153871238,2019-08-23,40.3,A
2024820467,1692957755,2019-08-23,25.2,B
2931845376,2954449915,2019-08-17,170.0,A
2374285072,4033511429,2019-08-17,145.2,B
4267573899,2038680547,2019-08-17,55.4,A
691299586,392419518,2019-08-18,50.5,B
4139571321,737242975,2019-08-18,245.8,A
3124204494,2927087541,2019-08-23,425.8,A
4129423775,71018815,2019-08-23,240.2,B
2883105032,3086835579,2019-08-23,45.7,A
797272237,11685486,2019-08-23,100.4,A
699854005,3391919803,2019-08-23,40.7,B
395889669,2873491771,2019-08-23,10.2,B
3422531330,2230225652,2019-08-23,15.2,B
2305128914,4134011281,2019-08-23,95.6,A
460968028,3508047169,2019-08-18,50.2,B
3083858710,3469608676,2019-08-02,165.9,A
2086338800,3028866828,2019-08-02,5.7,A
1164811175,3524303171,2019-08-02,40.2,B
1242996928,642826102,2019-08-02,200.1,B
862558739,248503091,2019-08-02,155.0,A
3453819322,3778207363,2019-08-02,15.2,A
2324389790,184835319,2019-08-02,20.3,A
437656952,199603092,2019-08-02,55.7,B
3231452720,2232111114,2019-08-02,240.2,A
1598128055,238992583,2019-08-18,15.6,A
1360774578,3234906277,2019-08-18,120.2,A
3742152357,3950493862,2019-08-18,40.0,A
2765625299,1967247027,2019-08-18,50.1,B
473864496,3803269165,2019-08-23,40.3,B
1610091760,4256040402,2019-08-23,265.8,A
1545495643,2686716486,2019-08-23,530.3,B
3279337891,1687231984,2019-08-23,10.7,A
2370268995,457167155,2019-08-23,25.9,A
225225498,2308309101,2019-08-23,220.6,A
2117234618,4002369227,2019-08-23,30.5,A
2035013473,895233158,2019-08-23,10.8,A
364342391,2849720983,2019-08-02,40.2,B
1284843140,3386452937,2019-08-02,130.8,A
1166775572,3265039507,2019-08-02,5.3,A
2575861846,4256040402,2019-08-18,170.8,B
3795138501,887812064,2019-08-18,5.6,A
3743515850,2579882178,2019-08-18,30.6,A
2012012971,1516351054,2019-08-18,225.5,B
131747281,2579882178,2019-08-18,305.6,B
3897826085,3927376365,2019-08-18,165.8,B
1067267410,3957174400,2019-08-18,40.2,A
1731627062,1100237501,2019-08-18,5.5,B
1312693562,2522140192,2019-08-23,40.2,A
298049028,4157461730,2019-08-23,30.2,B
1769257333,2278620397,2019-08-23,525.6,B
3404861334,467022501,2019-08-23,20.9,A
26423654,1229866403,2019-08-23,30.8,A
1634965106,281523083,2019-08-23,40.2,A
3017343075,1261629107,2019-08-02,75.0,B
412824526,1455861274,2019-08-02,200.1,B
1101659272,1648269707,2019-08-18,15.2,A
3984783002,1178217086,2019-08-18,55.6,A
2330926120,1935367901,2019-08-18,20.4,A
3592105335,3279802827,2019-08-18,35.6,A
3641100475,1579036099,2019-08-18,20.9,B
180749850,2801638130,2019-08-18,20.2,A
934232801,3309365614,2019-08-23,110.0,B
3508803238,3117119809,2019-08-24,300.3,A
587872075,2254456485,2019-08-24,830.3,A
3140010296,3647934575,2019-08-02,35.6,B
1651482177,2147998719,2019-08-02,35.0,A
218467446,650280576,2019-08-02,10.6,B
2315635631,2606208134,2019-08-03,70.1,A
3413449258,387170777,2019-08-03,195.3,A
2211112339,982374313,2019-08-18,10.5,A
3709669952,3295038680,2019-08-18,370.4,A
3046161180,4142693015,2019-08-18,100.7,A
143829018,3054940424,2019-08-25,10.5,B
520097477,2988190573,2019-08-25,340.1,A
161113724,3463388890,2019-08-24,50.4,B
800632297,4062713576,2019-08-24,30.1,B
630178370,2845785181,2019-08-18,40.0,A
2070211595,3294921142,2019-08-03,90.5,A
887219389,3170813781,2019-08-24,120.2,B
3190958060,1850778479,2019-08-25,10.0,A
609915801,2780786433,2019-08-28,20.5,A
3227505145,2128962954,2019-08-28,20.3,B
1275337321,3043080596,2019-08-28,35.6,A
1404959653,3896738923,2019-08-18,5.2,A
2669609377,3511496907,2019-08-19,30.2,A
2727336513,2629148010,2019-08-19,45.4,A
3532704780,3984495233,2019-08-03,315.1,B
3567356314,3077396270,2019-08-24,65.5,B
3524589317,2986402114,2019-08-24,20.2,B
1136317551,2416662824,2019-08-24,10.5,A
738849391,3161387566,2019-08-24,15.8,A
1939633950,157579733,2019-08-19,40.8,B
4226817726,1349865791,2019-08-19,40.3,A
486115048,2358787737,2019-08-19,40.9,A
3412626998,3282099314,2019-08-19,185.4,A
2414788465,2247745159,2019-08-19,25.1,B
1652782757,2763027084,2019-08-19,25.5,B
1775445570,3118528100,2019-08-19,20.8,A
3154167297,2091902649,2019-08-19,5.8,B
3800875660,3455264956,2019-08-28,35.6,B
1823195189,1918801743,2019-08-28,100.3,B
4276811111,818047933,2019-08-28,55.2,A
4185696070,235366767,2019-08-28,15.0,A
3909269888,1668030113,2019-08-28,80.0,B
3263878605,3340403042,2019-08-28,140.2,A
741346069,3103718471,2019-08-28,25.7,B
3006440800,1738359350,2019-08-28,15.7,B
2029413212,182753106,2019-08-28,5.6,A
2345357201,3577042875,2019-08-28,30.0,B
968111463,458253749,2019-08-25,15.2,B
2994467711,1236388112,2019-08-25,20.8,B
4006427057,612505725,2019-08-25,20.2,A
3745550734,1703949673,2019-08-25,125.1,B
3784129239,2652835245,2019-08-25,10.4,A
2714235110,1046398313,2019-08-25,235.9,A
2216192667,834731816,2019-08-25,640.7,B
310029418,2468974761,2019-08-25,35.6,B
1282317468,2254875182,2019-08-03,15.7,A
1676080802,910107897,2019-08-03,15.6,A
1612463967,3891384992,2019-08-03,95.3,A
2161369048,130417038,2019-08-03,25.5,A
194489498,1154728414,2019-08-03,20.8,A
1407273155,2703178540,2019-08-03,25.4,A
4143214054,1869662856,2019-08-03,70.2,A
2337370869,2016864191,2019-08-03,10.5,A
1407575382,1097629811,2019-08-24,45.4,B
3959809807,1421513677,2019-08-24,95.3,B
4147554249,2301937222,2019-08-24,10.2,A
3147672292,2492519473,2019-08-24,40.7,A
393610987,2700670803,2019-08-24,30.6,A
2106647175,2643391466,2019-08-24,80.4,A
562977028,233773277,2019-08-24,105.6,B
2476095168,1604176421,2019-08-28,80.9,A
1623176798,749837663,2019-08-28,235.3,A
3503087376,1917506191,2019-08-28,140.7,A
615966907,3717692402,2019-08-28,15.0,B
4027963553,1893387602,2019-08-06,140.2,B
2400978083,4181076848,2019-08-06,260.0,B
1552043751,109615108,2019-08-06,35.7,A
2096847394,4251115836,2019-08-19,40.5,B
1745032218,1772171838,2019-08-19,25.5,A
4288552432,2971471657,2019-08-19,10.8,A
2037051350,1957949546,2019-08-19,260.0,A
1033377712,3860669668,2019-08-19,65.4,B
3268879337,2536252163,2019-08-19,310.1,B
4041036714,978473912,2019-08-24,195.8,B
857639553,2044997962,2019-08-24,40.1,A
1205865656,3371277047,2019-08-24,80.6,B
1139821076,2488182306,2019-08-24,10.0,B
4140190337,249864742,2019-08-24,10.5,B
1134284616,3430457488,2019-08-24,260.6,A
1863281703,1959144690,2019-08-25,255.5,A
1400686638,181166394,2019-08-25,75.5,A
42506358,535857429,2019-08-25,55.1,B
1964998089,2618159035,2019-08-25,85.3,A
3631538224,1622301731,2019-08-25,255.4,B
1177690313,2458001652,2019-08-25,40.7,B
3645205514,716514914,2019-08-25,5.8,B
1794917688,252987601,2019-08-03,40.1,A
3533599275,4018812886,2019-08-03,25.9,B
318597867,3104896602,2019-08-03,80.6,A
2812811922,858552794,2019-08-03,25.5,A
1802431162,3127757912,2019-08-03,325.9,A
1441625969,3353177029,2019-08-03,25.3,A
1233825013,3160828523,2019-08-03,90.2,A
444963271,866305447,2019-08-03,65.7,A
2415738512,2038680547,2019-08-25,5.2,A
2213813903,2378935119,2019-08-25,330.5,B
3796325351,4281247801,2019-08-25,45.6,B
3384227820,2582702340,2019-08-25,20.3,B
3025669476,3237158392,2019-08-28,195.1,A
2552819381,678354126,2019-08-28,15.5,A
3646798055,709955468,2019-08-28,155.7,B
2956594374,3260527149,2019-08-28,15.6,B
